Group or Channel Name|Chat Type|Chat URL|Number of Members or Subscribers|Description|Scrapped From|Scrapped Date
Paraiso das Novinhas|group|https://t.me/ParaisoDelasBr|1037|N/A|https://putariatelegram.com/|2023-11-26 01:19:47.444933
HOTTEST|group|https://t.me/+XrERJ5aJGh83OTYx|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:19:50.841461
So Negras Amadoras|group|https://t.me/negrasamadoras|9004|N/A|https://putariatelegram.com/|2023-11-26 01:19:56.186558
So Sexo Anal|group|https://t.me/soanalnet|8222|Contato: xsoanal@gmail.comAcesse nosso site: https://www.xsoanal.net/?m=1Aumente seu Pau AGORA:http://mon.net.br/16q6lbFaca sua mulher amar sexo anal em 10 passos:http://mon.net.br/27mcinELIMINE sua Ejaculacao Precoce:http://mon.net.br/16qnit|https://putariatelegram.com/|2023-11-26 01:19:59.284403
CENTRAL HOTWIFE|group|https://t.me/centralhotwife|2774|So gostosas|https://putariatelegram.com/|2023-11-26 01:20:21.805017
Male Porn  Gay|group|https://t.me/maleporng|3509|Entretenimento adulto.   maleporn.com.br|https://putariatelegram.com/|2023-11-26 01:20:25.195294
Pasta Secreta|group|https://t.me/pasteSecret|5132|N/A|https://putariatelegram.com/|2023-11-26 01:20:33.793766
HOTTEST|group|https://t.me/+LtWS43LgWi85ZDJh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:20:52.166838
Videos e fotos Onlyfans/Redtube/Xvideos/youjizz|group|https://t.me/onlyfansxvideosredtube|16184|GRUPOS VIP CHAMA @GABRIELLA085O|https://putariatelegram.com/|2023-11-26 01:21:08.413622
PUTARIA NAO E CRIME|group|https://t.me/reidossvip|11148|GRUPOS VIP CHAMA @GruposVipVitalicio|https://putariatelegram.com/|2023-11-26 01:21:08.992023
Vazados Da Net|group|https://t.me/vazarme|24858|N/A|https://putariatelegram.com/|2023-11-26 01:21:10.689972
PUTARIA ON|group|https://t.me/Putaria0n|7459|N/A|https://putariatelegram.com/|2023-11-26 01:21:16.833744
Putaria Gay|channel|https://t.me/+eA6eNogPhpw1NmE5|2203|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:21:21.538469
Putaria Gay|channel|https://t.me/+YWCwx0hRtTpkM2U5|2203|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:21:35.035531
XVIDEOS, ONLYFANS, CF E MUITO MAIS GRATIS !|group|https://t.me/b1gh0usefree|2223|N/A|https://putariatelegram.com/|2023-11-26 01:21:35.381708
Melissa Portinari  FREE|channel|https://t.me/+zKJp6ybRDlgzZTgx|2275|Esta esperando o que para conhecer essa novinha de apenas 19 anos?Grupo VIP telegram?https://t.me/melissaportinari_botTenha acesso a todos os seus conteudos em https://privacy.com.br/Profile/portinarivip|https://putariatelegram.com/|2023-11-26 01:21:42.054297
OnlyFans gratis|group|https://t.me/Only_Free_69|2976|N/A|https://putariatelegram.com/|2023-11-26 01:21:43.698027
K-Porn Oficial|channel|https://t.me/+PgXtcTsrLhE5MTQx|1433|N/A|https://putariatelegram.com/|2023-11-26 01:21:50.245345
Canal de Put4ari4s da Bibi|group|https://t.me/canaldaput4ari4BR|1726|100 % GRATUITO por tempo limitadoA melhor putaria esta aqui para quem gosta.|https://putariatelegram.com/|2023-11-26 01:21:59.773475
Quadrinhos H0T|channel|https://t.me/+sqSegXUt9TI2ZWNh|4305|N/A|https://putariatelegram.com/|2023-11-26 01:22:01.449926
Famosas onlyfans|channel|https://t.me/+G3uXBCo2wj5jMzYx|6820|N/A|https://putariatelegram.com/|2023-11-26 01:22:06.653666
ICE CLUB ONLYFANS & AMADOR|group|https://t.me/melhoresconteudosgratis|43532| SALIENTAMOS QUE NESTE GRUPO NAO HA QUALQUER TIPO DE PORNOGRAFIA INFANTIL, NEM NADA RELACIONADO A MENORES DE IDADE. O NOSSO GRUPO E TOTALMENTE CONTRA ESSA PRATICA|https://putariatelegram.com/|2023-11-26 01:22:11.582957
Geracao Ts|group|https://t.me/geracaots|1836|GRUPOS E DESCRICOES DE COMO FUNCIONA CADA GRUPO E FORMAS DE PAGAMENTO CLIQUE ABAIXO https://t.me/+bUvrBdwyswo3NmQx|https://putariatelegram.com/|2023-11-26 01:22:39.289278
Adoracao Anal Channel|group|https://t.me/adoracao_anal|2264|N/A|https://putariatelegram.com/|2023-11-26 01:22:52.175066
Onlyfans gratis|group|https://t.me/onlyfree08|1455|Only free|https://putariatelegram.com/|2023-11-26 01:22:57.105766
Professora do Only|channel|https://t.me/+cwKuW91Bx8liMTgx|3918|O melhor canal aberto do BR, voce tera acesso a todos os Onlyfans, Privacy, Close Friends, Xvideos RED & Facecast...|https://putariatelegram.com/|2023-11-26 01:23:18.895291
Free OnlyFans Brasil|group|https://t.me/freeonlyfansbrasil3|3611|O melhor canal VIP voce tera acesso a todos os Onlyfans, Privacy, Close Friends, Xvideos RED & Facecast...|https://putariatelegram.com/|2023-11-26 01:23:52.495924
Passivas Gostosas Free|channel|https://t.me/+e4zlaUTY3roxZDNh|2382|GRUPOS E DESCRICOES DE COMO FUNCIONA CADA GRUPO E FORMAS DE PAGAMENTO CLIQUE ABAIXO https://t.me/+bUvrBdwyswo3NmQx|https://putariatelegram.com/|2023-11-26 01:23:57.758470
Previas Amadoras/Cumshots/Esposas de corno/Anal/Coroas/Cameras/Gravidas|group|https://t.me/SoPutariaAberto|9413|GRUPOS VIP CHAMA @GRUPOSVIPVITALICIO|https://putariatelegram.com/|2023-11-26 01:24:04.378950
VAZADINHOS|channel|https://t.me/joinchat/AYUC8P2rT3BmZGUx|2292|N/A|https://putariatelegram.com/|2023-11-26 01:24:06.763788
Vazadinhos legendarios|group|https://t.me/vazadinhos0800|1086|https://t.me/legendarioschat|https://putariatelegram.com/|2023-11-26 01:24:08.762000
D.I.R.T.Y Group|group|https://t.me/+e2WBOfb7NIgxNDgx|7325|Apenas conteudo de qualidade.Venha e traga a familia!** 18+  //  24/7 **|https://putariatelegram.com/|2023-11-26 01:24:10.424214
RAINHA DAS NINFETAS 1.0|channel|https://t.me/+4_P23nmKUbtlNTQx|1623|O MELHOR DA PUTARIA VOCE ENCONTRA AQUI ------------------------------------------------------- Videos das amadoras mais gostosas------------ Conteudos exclusivos ---------------------------------Novidades todos os dias|https://putariatelegram.com/|2023-11-26 01:24:18.510057
Mundo Hentai[CHAT]|group|https://t.me/mundohentaioficial|1657|Seja Bem Vindo (a) Siga as regras para nao ser mutado ou banido permanentemente !! Nao envie fotos, videos ou gifs -18 anos ou hentais com aspectos infantil, com aparencia de crianca !!!|https://putariatelegram.com/|2023-11-26 01:24:21.829622
Mulheres homens bisexuais cornos e trans|group|https://t.me/cornobisex|1410|Vale tudo com respeito Regras do grupo:1 - Proibido Pornografia Infantil, SPAM 2 - Permitido fotos e videos de sexo em geral3 - Respeite os outros usuarios. podem add amigos|https://putariatelegram.com/|2023-11-26 01:24:30.196268
FLAGRAS REAIS|channel|https://t.me/joinchat/-J_jFws4A840MWIx|1514|N/A|https://putariatelegram.com/|2023-11-26 01:24:36.298270
VAZOU NA NET|channel|https://t.me/joinchat/hcmLfKcujuA5NTBh|1544|N/A|https://putariatelegram.com/|2023-11-26 01:24:38.251739
Amadoras|channel|https://t.me/+9jvBCq5ibf5iMTgx|1597|Os melhores videos DiariamenteOs videos mais exclusivos das mais gostosas e safadasNOVIDADE!! Quer deixar elas babando de tesao por voce ?Clique agora https://cutt.ly/O-segredo-que-fazem-elas-terem-maiss|https://putariatelegram.com/|2023-11-26 01:25:13.669078
LOMOTIFS TOP|group|https://t.me/LomotifTop|14279|N/A|https://putariatelegram.com/|2023-11-26 01:25:15.303919
Casadinha Gostosa|group|https://t.me/casadinhagostosa|1047|Packs exclusivos JACQUELINE FACCIO  Only fans ( Fotos e videos) 10 fotos e 3 videos 25,00 pix5 videos 30,00 pix  CASAL OCULTO Only fans 10 fotos e 3 videos 20,00 pix 5 videos 25,00 pixChamar ADM @izahpoli|https://putariatelegram.com/|2023-11-26 01:25:25.438400
HENTAI|group|https://t.me/HENTAIXRED|2301|viu algo errado marque o ADMNADA ILEGALPRECONCEITO E BANLOLISproibido divulgacoesGRUPO FECHA A NOITEhttps://t.me/lacasahentaiihttps://t.me/HENTAIXRED|https://putariatelegram.com/|2023-11-26 01:25:27.461406
Free 4|channel|https://t.me/+pN_aCKhosF4xYzkx|1385|N/A|https://putariatelegram.com/|2023-11-26 01:25:48.434426
PV Das Famosinhas|channel|https://t.me/+U2nXRjE3DikyN2Vh|1120|O melhor Grupo de Conteudo +18 do TelegramOnlyfans, Close Friends. Privacy e muito mais, conteudo 100% completo e gratuito|https://putariatelegram.com/|2023-11-26 01:26:03.887984
Canal Das Famosinha|channel|https://t.me/+MGzpvM3JNqBmN2Qx|3528|O melhor Grupo de Conteudo +18 do TelegramOnlyfans, Close Friends. Privacy e muito mais, conteudo 100% completo e gratuito|https://putariatelegram.com/|2023-11-26 01:26:05.546509
GRUPO DAS PUTAS|group|https://t.me/+YP_k3Un87wszZjVh|2868|@grupodasputasProibido CPProibido Zoofilia Proibido discriminacao Proibido Foto de Pau Proibido vender ou divulgar SEM AUTORIZACAO!!|https://putariatelegram.com/|2023-11-26 01:26:05.903597
Casais liberais|group|https://t.me/casais_liberais|1462| Invadir PV Menores  Pedofilia: foto/video infantil Foto/video de mutilacoes Divulgacao de link Nudes masculino ( Exceto casais)Regra digite \"/rules\" sem as aspas.|https://putariatelegram.com/|2023-11-26 01:26:11.254889
OS MELHORES LOMOTIFS|group|https://t.me/LomotifsX|17533|N/A|https://putariatelegram.com/|2023-11-26 01:26:20.317208
FAMOSAS BR|group|https://t.me/famosasbrasileiras|6359|Nosso lugar para apreciarmos a beleza da mulher brasileira, so as famosas mais bonitas  do nosso pais. Mulheres brasileiras famosas sao as mais bonitas e gostosas do mundo.|https://putariatelegram.com/|2023-11-26 01:26:22.491009
Novinhas Vazadas|group|https://t.me/vazadasnovinhas|2773|Melhor Canal de Vazadas do Telegram SOMENTE CONTEUDO +18|https://putariatelegram.com/|2023-11-26 01:26:26.156302
Putaria  Limites|channel|https://t.me/+cwK-RfEx7lUzODVh|1417|N/A|https://putariatelegram.com/|2023-11-26 01:26:36.379781
PUTEIRO DAS TRANS|group|https://t.me/+tfLKWjyEFjllZmVh|24413|Grupo para venda de conteudos TRANS - PERMITIDO APENAS PARA VERIFICADAS https://t.me/+tfLKWjyEFjllZmVh|https://putariatelegram.com/|2023-11-26 01:26:39.011539
Canal Free Videos|group|https://t.me/ConteudoPriivacy|12464|Melhor grupo de onlyfans e privacy |https://putariatelegram.com/|2023-11-26 01:26:42.547099
Famosas onlyfans|channel|https://t.me/+aqkXSQKUhnBlOWEx|6820|N/A|https://putariatelegram.com/|2023-11-26 01:26:55.645211
Esposas & Cuckolds  9K|group|https://t.me/+I8ElTpzGLmc1ZjI5|10174|REGRAS DO GRUPO Proibido: Pornografia infantil (CP) sera printado e enviado para um boletim de ocorrencia. Zoofilia Fotos de pau individual Venda de Packs Porno Vinganca|https://putariatelegram.com/|2023-11-26 01:27:00.490024
Vazou Aki sua irma +18|group|https://t.me/vazadosOLX|40725|N/A|https://putariatelegram.com/|2023-11-26 01:27:04.181803
BUCETA|group|https://t.me/+plCkF0H7poBmNmQx|1320|https://t.me/+_D6soL8DZU44N2RhSEJAM BEM VINDOSCuidado com fakesdivulgacoesnada ilegalpreconceitofoto de machopornografia proibida e banchamar para proibido pvN invadir PV, pergunte primeiro (No meu pode)|https://putariatelegram.com/|2023-11-26 01:27:17.298737
Vazados Live Girls|group|https://t.me/vazadoslivegirls|3684|Packs Onlyfans Free https://t.me/packsfreeonlyPIX: gabiruclipes@gmail.comLista com todas modelo do VIP ate o momento: https://pastelink.net/ndhebagg|https://putariatelegram.com/|2023-11-26 01:27:24.167484
AUMENTO PENIANO|channel|https://t.me/joinchat/mU_c1qv3DbJhZjAx|2084|N/A|https://putariatelegram.com/|2023-11-26 01:27:40.647666
Video dos corninhos|group|https://t.me/cornoamaver|4267|Melhor canal de video de corno e aqui!  Ganhe Dinheiro Jogando     https://bit.ly/3q94yGZ|https://putariatelegram.com/|2023-11-26 01:27:58.702155
ONLYFANS GOLD|group|https://t.me/OnlyFanssGoldd|9415|N/A|https://putariatelegram.com/|2023-11-26 01:28:07.479179
OnlyFans Gay|channel|https://t.me/+lkwcSrhLBfA3YTE5|3796|MAIS DE 5MIL midias de conteudos de todos onlyfans!#Onlyfans #gay|https://putariatelegram.com/|2023-11-26 01:28:08.064362
Vazou Aqui - Amiichan|group|https://t.me/vazouaqui0|3964|N/A|https://putariatelegram.com/|2023-11-26 01:28:33.403395
Boys  onlyfans leaks Free|group|https://t.me/boysbrasillian|1935|[NEW] Free [FREE] @boysbrasillian  gurpos / chat @fetichebr @onlynfansboy  @xvideopornhabgay @muscledomtv @isextoysreview @homaodaporracanal @fetishporngay @strippersgogoboys @AssinaturaVipboy|https://putariatelegram.com/|2023-11-26 01:28:38.394122
Onlyfans gratis|channel|https://t.me/+N2E5iZxTMD1iN2Ex|1455|Only free|https://putariatelegram.com/|2023-11-26 01:28:41.925691
40K+ HOUSE OF ORGIA|group|https://t.me/+KOnjTX1TUKI0YWU5|41747|N/A|https://putariatelegram.com/|2023-11-26 01:28:52.237877
Segredos da Ninfetinha|group|https://t.me/+1EWC1kitMVplZTdh|37185|De /VerificadasSO COMPRE DE VERIFICADAS!!!|https://putariatelegram.com/|2023-11-26 01:28:53.880491
Samanta e amigas|group|https://t.me/samantaeamigas|1494|Compartilhe nosso canalhttps://t.me/samantaeamigasO melhor do conteudo adulto! |https://putariatelegram.com/|2023-11-26 01:29:08.440893
Onlyfans & CF - FREE|group|https://t.me/Funnyclubs2|2195|N/A|https://putariatelegram.com/|2023-11-26 01:29:10.128567
Packsvazados|group|https://t.me/packvazados|3511|N/A|https://putariatelegram.com/|2023-11-26 01:29:13.565762
CUCKSBRASIL|channel|https://t.me/+Dds_xqIzrfpiMDRh|7950|Envie suas fotos e videos no nosso bot @cuckbrasilbot|https://putariatelegram.com/|2023-11-26 01:29:18.518968
43K - Gordinhas, BBW e Milfs|group|https://t.me/+v34mjU_nm4AwN2Nh|43812|Vendedoras: verificar c/ @bbwmilfqueen_pvLink do grupo: https://t.me/+v34mjU_nm4AwN2Nh|https://putariatelegram.com/|2023-11-26 01:29:22.152564
19K - Rainha dos Fetiches - Grupo|group|https://t.me/+YWUcXVd2XJtiODc5|19516|N/A|https://putariatelegram.com/|2023-11-26 01:29:24.378760
Hora da Punheta|group|https://t.me/+70ZV2xvA4OthNTU5|30605|Este grupo faz parte da Rede Queenlicious! Conheca nossos grupos, canais e VIP!https://t.me/+IRxjf6yTLzsxYTBh|https://putariatelegram.com/|2023-11-26 01:29:26.086956
CAIU NA NET BRASIL|channel|https://t.me/joinchat/OW-VCxAuXhpmMmVh|1514|N/A|https://putariatelegram.com/|2023-11-26 01:29:35.870522
Cafe de Macho......|group|https://t.me/cafedemacho|5082|PROIBIDO MEnORE DE 18PROIBIDO InVADIR PVPROIBIDO ZOOILIA, cpPROIBIDO Nudes Masculino..permitido OTO, ViDEO..PROIBIDO divulgar pack sem ser verificada|https://putariatelegram.com/|2023-11-26 01:29:56.128096
CAIU NA NET BRASIL|channel|https://t.me/joinchat/TdNTRQlarB44N2Yx|1514|N/A|https://putariatelegram.com/|2023-11-26 01:29:58.154337
PREVIAS DO RAGNAR|group|https://t.me/+YJ4VeIJQaKJkYjgx|1275|GRATIS TODOS OS PACKS DO CANALTODO DIA NOVIDADES FREE PARA VOCES Quer conteudos sem limites. Onlyfans Vazados Amador Famosas Privacy ClosefriendsTEMOS VIPCHAMA @Ragnarsiii|https://putariatelegram.com/|2023-11-26 01:29:59.804052
Unlocked Brasil|channel|https://t.me/+Guw5QbvhK1hhMDgx|9085|N/A|https://putariatelegram.com/|2023-11-26 01:30:29.890918
XXILUSTRA PORN GAY|group|https://t.me/XXLUSTRAPORNGAY|1633|N/A|https://putariatelegram.com/|2023-11-26 01:30:31.609614
[8K] Paraiso Liberal|channel|https://t.me/+j7j5WIaewMVmMmMx|7710|Uma curadoria de conteudo muito especial  para todos que apreciam ou querem fazer parte do mundo liberal. Exibicionismo, Voyeur, Cuckold, Hotwife, Swing  e muito mais... Realize sua fantasia!|https://putariatelegram.com/|2023-11-26 01:30:37.014156
auLL Capela do prazer auLL|group|https://t.me/+hMqNU2QpbG41Mjhh|8966|Quase tudo liberado se divirtam para todos os sexos e fetiches Regras: Proibido cp, gore Sem preconceito e qualquer tipo de insultos Respeito a cima de tudo. Bem vindos a putaria |https://putariatelegram.com/|2023-11-26 01:30:38.675699
[8K] Paraiso TikTok|channel|https://t.me/+XLO2ImWVrqg4YTc5|8773|Voce nunca mais vai olhar o TikTok do mesmo jeito. Curadoria com os melhores videos +18 do TikTok Br  e Internacional . Entre e aprecie |https://putariatelegram.com/|2023-11-26 01:30:45.822646
Paraiso Proibido|channel|https://t.me/+NTgTdjt9WXU4NTQx|1574|N/A|https://putariatelegram.com/|2023-11-26 01:30:58.326720
Database Porn Filmes|group|https://t.me/dbpornfilmes|1398|Midias do Database Porn acesse https://t.me/+GNmbt6T_s6E3MWZh|https://putariatelegram.com/|2023-11-26 01:31:08.763695
Database Hentai Legendados|group|https://t.me/dbpornhentai|1371|Midias do Database Porn acesse https://t.me/+GNmbt6T_s6E3MWZh|https://putariatelegram.com/|2023-11-26 01:31:10.384496
